rewards_account_id,user_id,card_id,transaction_date,transaction_amount_usd,mcc,spend_category,points_per_usd,points_issued,age_months,redemption_development_pct,expected_ultimate_redemption_points,modeled_redeemed_to_date,outstanding_expected_redemption_points,modeled_liability_usd,is_expired
U0_C0,0,0,2002-09-09,37.5,5411,Grocery,2,75,209,1.0,69.0,69.0,0.0,0.0,True
U0_C0,0,0,2002-09-09,65.5,7538,Other,1,66,209,1.0,60.72,60.72,0.0,0.0,True
U0_C0,0,0,2002-09-10,160.0,4829,Other,1,160,209,1.0,147.2,147.2,0.0,0.0,True
U0_C0,0,0,2002-09-10,102.18,5300,Retail,1,102,209,1.0,93.84,93.84,0.0,0.0,True
U0_C0,0,0,2002-09-10,36.73,5912,Retail,1,37,209,1.0,34.04,34.04,0.0,0.0,True
U0_C0,0,0,2002-09-10,29.33,7832,Other,1,29,209,1.0,26.68,26.68,0.0,0.0,True
U0_C0,0,0,2002-09-11,99.0,5541,Fuel,1,99,209,1.0,91.08,91.08,0.0,0.0,True
U0_C0,0,0,2002-09-11,162.39,5411,Grocery,2,325,209,1.0,299.0,299.0,0.0,0.0,True
U0_C0,0,0,2002-09-11,34.4,5912,Retail,1,34,209,1.0,31.28,31.28,0.0,0.0,True
U0_C0,0,0,2002-09-11,62.06,5541,Fuel,1,62,209,1.0,57.04,57.04,0.0,0.0,True
U0_C0,0,0,2002-09-11,-99.0,5541,Fuel,1,-99,209,1.0,-91.08,-91.08,0.0,0.0,True
U0_C0,0,0,2002-09-11,80.18,5812,Dining,2,160,209,1.0,147.2,147.2,0.0,0.0,True
U0_C0,0,0,2002-09-12,1.13,5499,Grocery,2,2,209,1.0,1.84,1.84,0.0,0.0,True
U0_C0,0,0,2002-09-12,52.52,5411,Grocery,2,105,209,1.0,96.6,96.6,0.0,0.0,True
U0_C0,0,0,2002-09-12,122.1,5411,Grocery,2,244,209,1.0,224.48,224.48,0.0,0.0,True
U0_C0,0,0,2002-09-12,92.76,5411,Grocery,2,186,209,1.0,171.12,171.12,0.0,0.0,True
U0_C0,0,0,2002-09-13,126.79,5300,Retail,1,127,209,1.0,116.84,116.84,0.0,0.0,True
U0_C0,0,0,2002-09-13,44.41,5912,Retail,1,44,209,1.0,40.48,40.48,0.0,0.0,True
U0_C0,0,0,2002-09-14,12.76,5814,Dining,2,26,209,1.0,23.92,23.92,0.0,0.0,True
U0_C0,0,0,2002-09-14,164.37,5912,Retail,1,164,209,1.0,150.88,150.88,0.0,0.0,True
U0_C0,0,0,2002-09-15,40.81,5411,Grocery,2,82,209,1.0,75.44,75.44,0.0,0.0,True
U0_C0,0,0,2002-09-15,81.35,5719,Retail,1,81,209,1.0,74.52,74.52,0.0,0.0,True
U0_C0,0,0,2002-09-15,109.94,5912,Retail,1,110,209,1.0,101.2,101.2,0.0,0.0,True
U0_C0,0,0,2002-09-15,126.29,5311,Retail,1,126,209,1.0,115.92,115.92,0.0,0.0,True
U0_C0,0,0,2002-09-16,44.25,5411,Grocery,2,88,209,1.0,80.96,80.96,0.0,0.0,True
U0_C0,0,0,2002-09-16,115.34,5300,Retail,1,115,209,1.0,105.8,105.8,0.0,0.0,True
U0_C0,0,0,2002-09-17,120.19,5912,Retail,1,120,209,1.0,110.4,110.4,0.0,0.0,True
U0_C0,0,0,2002-09-17,159.72,5912,Retail,1,160,209,1.0,147.2,147.2,0.0,0.0,True
U0_C0,0,0,2002-09-18,128.85,5300,Retail,1,129,209,1.0,118.68,118.68,0.0,0.0,True
U0_C0,0,0,2002-09-18,92.3,5814,Dining,2,185,209,1.0,170.2,170.2,0.0,0.0,True
U0_C0,0,0,2002-09-19,168.11,5912,Retail,1,168,209,1.0,154.56,154.56,0.0,0.0,True
U0_C0,0,0,2002-09-19,53.09,7538,Other,1,53,209,1.0,48.76,48.76,0.0,0.0,True
U0_C0,0,0,2002-09-20,104.77,5311,Retail,1,105,209,1.0,96.6,96.6,0.0,0.0,True
U0_C0,0,0,2002-09-20,119.69,5311,Retail,1,120,209,1.0,110.4,110.4,0.0,0.0,True
U0_C0,0,0,2002-09-21,48.34,5942,Retail,1,48,209,1.0,44.16,44.16,0.0,0.0,True
U0_C0,0,0,2002-09-21,2.79,5411,Grocery,2,6,209,1.0,5.52,5.52,0.0,0.0,True
U0_C0,0,0,2002-09-21,145.5,5541,Fuel,1,146,209,1.0,134.32,134.32,0.0,0.0,True
U0_C0,0,0,2002-09-22,47.51,5411,Grocery,2,95,209,1.0,87.4,87.4,0.0,0.0,True
U0_C0,0,0,2002-09-22,51.98,7538,Other,1,52,209,1.0,47.84,47.84,0.0,0.0,True
U0_C0,0,0,2002-09-22,82.9,7538,Other,1,83,209,1.0,76.36,76.36,0.0,0.0,True
U0_C0,0,0,2002-09-22,76.37,5812,Dining,2,153,209,1.0,140.76,140.76,0.0,0.0,True
U0_C0,0,0,2002-09-23,134.89,5300,Retail,1,135,209,1.0,124.2,124.2,0.0,0.0,True
U0_C0,0,0,2002-09-23,35.28,5912,Retail,1,35,209,1.0,32.2,32.2,0.0,0.0,True
U0_C0,0,0,2002-09-23,80.65,5814,Dining,2,161,209,1.0,148.12,148.12,0.0,0.0,True
U0_C0,0,0,2002-09-24,112.67,5300,Retail,1,113,209,1.0,103.96,103.96,0.0,0.0,True
U0_C0,0,0,2002-09-25,100.0,5499,Grocery,2,200,209,1.0,184.0,184.0,0.0,0.0,True
U0_C0,0,0,2002-09-25,55.76,5499,Grocery,2,112,209,1.0,103.04,103.04,0.0,0.0,True
U0_C0,0,0,2002-09-25,-100.0,5499,Grocery,2,-200,209,1.0,-184.0,-184.0,0.0,0.0,True
U0_C0,0,0,2002-09-25,162.26,5912,Retail,1,162,209,1.0,149.04,149.04,0.0,0.0,True
U0_C0,0,0,2002-09-25,39.38,5411,Grocery,2,79,209,1.0,72.68,72.68,0.0,0.0,True
U0_C0,0,0,2002-09-26,93.37,5300,Retail,1,93,209,1.0,85.56,85.56,0.0,0.0,True
U0_C0,0,0,2002-09-27,199.71,5411,Grocery,2,399,209,1.0,367.08,367.08,0.0,0.0,True
U0_C0,0,0,2002-09-27,23.18,5411,Grocery,2,46,209,1.0,42.32,42.32,0.0,0.0,True
U0_C0,0,0,2002-09-27,57.64,7538,Other,1,58,209,1.0,53.36,53.36,0.0,0.0,True
U0_C0,0,0,2002-09-28,78.46,5411,Grocery,2,157,209,1.0,144.44,144.44,0.0,0.0,True
U0_C0,0,0,2002-09-28,141.7,5912,Retail,1,142,209,1.0,130.64,130.64,0.0,0.0,True
U0_C0,0,0,2002-09-28,55.41,7538,Other,1,55,209,1.0,50.6,50.6,0.0,0.0,True
U0_C0,0,0,2002-09-28,153.36,4900,Other,1,153,209,1.0,140.76,140.76,0.0,0.0,True
U0_C0,0,0,2002-09-29,165.96,4814,Other,1,166,209,1.0,152.72,152.72,0.0,0.0,True
U0_C0,0,0,2002-09-29,40.58,5912,Retail,1,41,209,1.0,37.72,37.72,0.0,0.0,True
U0_C0,0,0,2002-09-29,119.61,5912,Retail,1,120,209,1.0,110.4,110.4,0.0,0.0,True
U0_C0,0,0,2002-09-29,120.25,5912,Retail,1,120,209,1.0,110.4,110.4,0.0,0.0,True
U0_C0,0,0,2002-09-30,127.32,5311,Retail,1,127,209,1.0,116.84,116.84,0.0,0.0,True
U0_C0,0,0,2002-09-30,38.13,5912,Retail,1,38,209,1.0,34.96,34.96,0.0,0.0,True
U0_C0,0,0,2002-09-30,11.3,5541,Fuel,1,11,209,1.0,10.12,10.12,0.0,0.0,True
U0_C0,0,0,2002-09-30,80.05,5814,Dining,2,160,209,1.0,147.2,147.2,0.0,0.0,True
U0_C0,0,0,2002-10-01,119.73,5912,Retail,1,120,208,1.0,110.4,110.4,0.0,0.0,True
U0_C0,0,0,2002-10-01,30.9,5411,Grocery,2,62,208,1.0,57.04,57.04,0.0,0.0,True
U0_C0,0,0,2002-10-01,34.89,5300,Retail,1,35,208,1.0,32.2,32.2,0.0,0.0,True
U0_C0,0,0,2002-10-02,139.34,5541,Fuel,1,139,208,1.0,127.88,127.88,0.0,0.0,True
U0_C0,0,0,2002-10-03,102.74,5411,Grocery,2,205,208,1.0,188.6,188.6,0.0,0.0,True
U0_C0,0,0,2002-10-03,46.46,5411,Grocery,2,93,208,1.0,85.56,85.56,0.0,0.0,True
U0_C0,0,0,2002-10-03,36.44,5942,Retail,1,36,208,1.0,33.12,33.12,0.0,0.0,True
U0_C0,0,0,2002-10-04,114.87,5300,Retail,1,115,208,1.0,105.8,105.8,0.0,0.0,True
U0_C0,0,0,2002-10-05,53.13,7538,Other,1,53,208,1.0,48.76,48.76,0.0,0.0,True
U0_C0,0,0,2002-10-05,16.87,7210,Other,1,17,208,1.0,15.64,15.64,0.0,0.0,True
U0_C0,0,0,2002-10-06,139.39,5311,Retail,1,139,208,1.0,127.88,127.88,0.0,0.0,True
U0_C0,0,0,2002-10-07,133.96,5411,Grocery,2,268,208,1.0,246.56,246.56,0.0,0.0,True
U0_C0,0,0,2002-10-08,100.0,4829,Other,1,100,208,1.0,92.0,92.0,0.0,0.0,True
U0_C0,0,0,2002-10-08,154.7,5912,Retail,1,155,208,1.0,142.6,142.6,0.0,0.0,True
U0_C0,0,0,2002-10-08,27.22,5193,Other,1,27,208,1.0,24.84,24.84,0.0,0.0,True
U0_C0,0,0,2002-10-09,118.25,5541,Fuel,1,118,208,1.0,108.56,108.56,0.0,0.0,True
U0_C0,0,0,2002-10-09,31.01,5942,Retail,1,31,208,1.0,28.52,28.52,0.0,0.0,True
U0_C0,0,0,2002-10-09,53.09,5193,Other,1,53,208,1.0,48.76,48.76,0.0,0.0,True
U0_C0,0,0,2002-10-10,142.06,5912,Retail,1,142,208,1.0,130.64,130.64,0.0,0.0,True
U0_C0,0,0,2002-10-11,172.67,5912,Retail,1,173,208,1.0,159.16,159.16,0.0,0.0,True
U0_C0,0,0,2002-10-11,159.46,5411,Grocery,2,319,208,1.0,293.48,293.48,0.0,0.0,True
U0_C0,0,0,2002-10-11,37.69,5942,Retail,1,38,208,1.0,34.96,34.96,0.0,0.0,True
U0_C0,0,0,2002-10-11,87.47,5814,Dining,2,175,208,1.0,161.0,161.0,0.0,0.0,True
U0_C0,0,0,2002-10-12,168.96,5411,Grocery,2,338,208,1.0,310.96,310.96,0.0,0.0,True
U0_C0,0,0,2002-10-13,135.41,5300,Retail,1,135,208,1.0,124.2,124.2,0.0,0.0,True
U0_C0,0,0,2002-10-13,30.0,5912,Retail,1,30,208,1.0,27.6,27.6,0.0,0.0,True
U0_C0,0,0,2002-10-13,58.62,5499,Grocery,2,117,208,1.0,107.64,107.64,0.0,0.0,True
U0_C0,0,0,2002-10-13,-99.0,5499,Grocery,2,-198,208,1.0,-182.16,-182.16,0.0,0.0,True
U0_C0,0,0,2002-10-13,99.0,5499,Grocery,2,198,208,1.0,182.16,182.16,0.0,0.0,True
U0_C0,0,0,2002-10-14,1049.82,3058,Travel,3,3149,208,1.0,2897.08,2897.08,0.0,0.0,True
U0_C0,0,0,2002-10-14,207.0,3395,Travel,3,621,208,1.0,571.32,571.32,0.0,0.0,True
U0_C0,0,0,2002-10-14,100.75,5912,Retail,1,101,208,1.0,92.92,92.92,0.0,0.0,True
U0_C0,0,0,2002-10-15,99.09,5912,Retail,1,99,208,1.0,91.08,91.08,0.0,0.0,True
U0_C0,0,0,2002-10-15,-88.0,5541,Fuel,1,-88,208,1.0,-80.96,-80.96,0.0,0.0,True
U0_C0,0,0,2002-10-15,88.0,5541,Fuel,1,88,208,1.0,80.96,80.96,0.0,0.0,True
U0_C0,0,0,2002-10-15,55.3,5541,Fuel,1,55,208,1.0,50.6,50.6,0.0,0.0,True
U0_C0,0,0,2002-10-15,93.02,5651,Retail,1,93,208,1.0,85.56,85.56,0.0,0.0,True
U0_C0,0,0,2002-10-16,142.68,3395,Travel,3,428,208,1.0,393.76,393.76,0.0,0.0,True
U0_C0,0,0,2002-10-16,-207.0,3395,Travel,3,-621,208,1.0,-571.32,-571.32,0.0,0.0,True
U0_C0,0,0,2002-10-16,3.65,5411,Grocery,2,7,208,1.0,6.44,6.44,0.0,0.0,True
U0_C0,0,0,2002-10-16,521.24,6300,Other,1,521,208,1.0,479.32,479.32,0.0,0.0,True
U0_C0,0,0,2002-10-17,114.05,5300,Retail,1,114,208,1.0,104.88,104.88,0.0,0.0,True
U0_C0,0,0,2002-10-18,1.84,5499,Grocery,2,4,208,1.0,3.68,3.68,0.0,0.0,True
U0_C0,0,0,2002-10-18,91.1,5411,Grocery,2,182,208,1.0,167.44,167.44,0.0,0.0,True
U0_C0,0,0,2002-10-19,130.22,5411,Grocery,2,260,208,1.0,239.2,239.2,0.0,0.0,True
U0_C0,0,0,2002-10-19,24.02,5912,Retail,1,24,208,1.0,22.08,22.08,0.0,0.0,True
U0_C0,0,0,2002-10-20,41.02,5912,Retail,1,41,208,1.0,37.72,37.72,0.0,0.0,True
U0_C0,0,0,2002-10-21,43.69,5912,Retail,1,44,208,1.0,40.48,40.48,0.0,0.0,True
U0_C0,0,0,2002-10-21,49.08,5541,Fuel,1,49,208,1.0,45.08,45.08,0.0,0.0,True
U0_C0,0,0,2002-10-21,-57.0,5541,Fuel,1,-57,208,1.0,-52.44,-52.44,0.0,0.0,True
U0_C0,0,0,2002-10-21,57.0,5541,Fuel,1,57,208,1.0,52.44,52.44,0.0,0.0,True
U0_C0,0,0,2002-10-22,164.49,5300,Retail,1,164,208,1.0,150.88,150.88,0.0,0.0,True
U0_C0,0,0,2002-10-23,201.62,5300,Retail,1,202,208,1.0,185.84,185.84,0.0,0.0,True
U0_C0,0,0,2002-10-23,17.82,7538,Other,1,18,208,1.0,16.56,16.56,0.0,0.0,True
U0_C0,0,0,2002-10-24,-66.0,5499,Grocery,2,-132,208,1.0,-121.44,-121.44,0.0,0.0,True
U0_C0,0,0,2002-10-24,62.01,5499,Grocery,2,124,208,1.0,114.08,114.08,0.0,0.0,True
U0_C0,0,0,2002-10-24,66.0,5499,Grocery,2,132,208,1.0,121.44,121.44,0.0,0.0,True
U0_C0,0,0,2002-10-24,118.96,5912,Retail,1,119,208,1.0,109.48,109.48,0.0,0.0,True
U0_C0,0,0,2002-10-25,39.12,5411,Grocery,2,78,208,1.0,71.76,71.76,0.0,0.0,True
U0_C0,0,0,2002-10-25,148.58,5411,Grocery,2,297,208,1.0,273.24,273.24,0.0,0.0,True
U0_C0,0,0,2002-10-25,35.82,5719,Retail,1,36,208,1.0,33.12,33.12,0.0,0.0,True
U0_C0,0,0,2002-10-25,73.35,5814,Dining,2,147,208,1.0,135.24,135.24,0.0,0.0,True
U0_C0,0,0,2002-10-26,119.43,5912,Retail,1,119,208,1.0,109.48,109.48,0.0,0.0,True
U0_C0,0,0,2002-10-26,38.42,5942,Retail,1,38,208,1.0,34.96,34.96,0.0,0.0,True
U0_C0,0,0,2002-10-26,216.47,8043,Other,1,216,208,1.0,198.72,198.72,0.0,0.0,True
U0_C0,0,0,2002-10-27,131.02,5541,Fuel,1,131,208,1.0,120.52,120.52,0.0,0.0,True
U0_C0,0,0,2002-10-27,37.06,5912,Retail,1,37,208,1.0,34.04,34.04,0.0,0.0,True
U0_C0,0,0,2002-10-28,2.3,5499,Grocery,2,5,208,1.0,4.6,4.6,0.0,0.0,True
U0_C0,0,0,2002-10-28,156.93,5311,Retail,1,157,208,1.0,144.44,144.44,0.0,0.0,True
U0_C0,0,0,2002-10-29,9.76,5541,Fuel,1,10,208,1.0,9.2,9.2,0.0,0.0,True
U0_C0,0,0,2002-10-29,29.95,7832,Other,1,30,208,1.0,27.6,27.6,0.0,0.0,True
U0_C0,0,0,2002-10-30,77.85,5411,Grocery,2,156,208,1.0,143.52,143.52,0.0,0.0,True
U0_C0,0,0,2002-10-30,35.92,5912,Retail,1,36,208,1.0,33.12,33.12,0.0,0.0,True
U0_C0,0,0,2002-10-31,135.6,5311,Retail,1,136,208,1.0,125.12,125.12,0.0,0.0,True
U0_C0,0,0,2002-10-31,37.63,5942,Retail,1,38,208,1.0,34.96,34.96,0.0,0.0,True
U0_C0,0,0,2002-10-31,96.0,5541,Fuel,1,96,208,1.0,88.32,88.32,0.0,0.0,True
U0_C0,0,0,2002-10-31,-96.0,5541,Fuel,1,-96,208,1.0,-88.32,-88.32,0.0,0.0,True
U0_C0,0,0,2002-10-31,61.08,5541,Fuel,1,61,208,1.0,56.12,56.12,0.0,0.0,True
U0_C0,0,0,2002-11-01,161.51,4814,Other,1,162,207,1.0,149.04,149.04,0.0,0.0,True
U0_C0,0,0,2002-11-01,16.76,5541,Fuel,1,17,207,1.0,15.64,15.64,0.0,0.0,True
U0_C0,0,0,2002-11-01,24.67,7230,Other,1,25,207,1.0,23.0,23.0,0.0,0.0,True
U0_C0,0,0,2002-11-01,46.1,5942,Retail,1,46,207,1.0,42.32,42.32,0.0,0.0,True
U0_C0,0,0,2002-11-02,132.9,5311,Retail,1,133,207,1.0,122.36,122.36,0.0,0.0,True
U0_C0,0,0,2002-11-02,30.5,5411,Grocery,2,61,207,1.0,56.12,56.12,0.0,0.0,True
U0_C0,0,0,2002-11-02,12.09,5300,Retail,1,12,207,1.0,11.04,11.04,0.0,0.0,True
U0_C0,0,0,2002-11-03,150.08,5300,Retail,1,150,207,1.0,138.0,138.0,0.0,0.0,True
U0_C0,0,0,2002-11-03,180.58,5912,Retail,1,181,207,1.0,166.52,166.52,0.0,0.0,True
U0_C0,0,0,2002-11-04,55.61,5300,Retail,1,56,207,1.0,51.52,51.52,0.0,0.0,True
U0_C0,0,0,2002-11-04,75.72,5311,Retail,1,76,207,1.0,69.92,69.92,0.0,0.0,True
U0_C0,0,0,2002-11-04,77.41,5814,Dining,2,155,207,1.0,142.6,142.6,0.0,0.0,True
U0_C0,0,0,2002-11-05,106.72,5541,Fuel,1,107,207,1.0,98.44,98.44,0.0,0.0,True
U0_C0,0,0,2002-11-05,28.39,4814,Other,1,28,207,1.0,25.76,25.76,0.0,0.0,True
U0_C0,0,0,2002-11-05,148.01,5411,Grocery,2,296,207,1.0,272.32,272.32,0.0,0.0,True
U0_C0,0,0,2002-11-07,140.86,5411,Grocery,2,282,207,1.0,259.44,259.44,0.0,0.0,True
U0_C0,0,0,2002-11-07,116.86,5300,Retail,1,117,207,1.0,107.64,107.64,0.0,0.0,True
U0_C0,0,0,2002-11-08,122.64,5311,Retail,1,123,207,1.0,113.16,113.16,0.0,0.0,True
U0_C0,0,0,2002-11-08,42.01,5912,Retail,1,42,207,1.0,38.64,38.64,0.0,0.0,True
U0_C0,0,0,2002-11-09,167.0,5912,Retail,1,167,207,1.0,153.64,153.64,0.0,0.0,True
U0_C0,0,0,2002-11-09,168.53,4900,Other,1,169,207,1.0,155.48,155.48,0.0,0.0,True
U0_C0,0,0,2002-11-09,85.91,5812,Dining,2,172,207,1.0,158.24,158.24,0.0,0.0,True
U0_C0,0,0,2002-11-10,98.0,5499,Grocery,2,196,207,1.0,180.32,180.32,0.0,0.0,True
U0_C0,0,0,2002-11-10,-98.0,5499,Grocery,2,-196,207,1.0,-180.32,-180.32,0.0,0.0,True
U0_C0,0,0,2002-11-10,52.4,5499,Grocery,2,105,207,1.0,96.6,96.6,0.0,0.0,True
U0_C0,0,0,2002-11-10,-91.0,5499,Grocery,2,-182,207,1.0,-167.44,-167.44,0.0,0.0,True
U0_C0,0,0,2002-11-10,91.0,5499,Grocery,2,182,207,1.0,167.44,167.44,0.0,0.0,True
U0_C0,0,0,2002-11-10,59.52,5499,Grocery,2,119,207,1.0,109.48,109.48,0.0,0.0,True
U0_C0,0,0,2002-11-10,107.5,4900,Other,1,108,207,1.0,99.36,99.36,0.0,0.0,True
U0_C0,0,0,2002-11-10,40.78,5411,Grocery,2,82,207,1.0,75.44,75.44,0.0,0.0,True
U0_C0,0,0,2002-11-10,152.14,5541,Fuel,1,152,207,1.0,139.84,139.84,0.0,0.0,True
U0_C0,0,0,2002-11-11,130.48,5411,Grocery,2,261,207,1.0,240.12,240.12,0.0,0.0,True
U0_C0,0,0,2002-11-11,126.32,5311,Retail,1,126,207,1.0,115.92,115.92,0.0,0.0,True
U0_C0,0,0,2002-11-13,63.9,5812,Dining,2,128,207,1.0,117.76,117.76,0.0,0.0,True
U0_C0,0,0,2002-11-14,151.49,5912,Retail,1,151,207,1.0,138.92,138.92,0.0,0.0,True
U0_C0,0,0,2002-11-14,113.32,5411,Grocery,2,227,207,1.0,208.84,208.84,0.0,0.0,True
U0_C0,0,0,2002-11-15,186.41,5300,Retail,1,186,207,1.0,171.12,171.12,0.0,0.0,True
U0_C0,0,0,2002-11-15,58.03,5211,Retail,1,58,207,1.0,53.36,53.36,0.0,0.0,True
U0_C0,0,0,2002-11-15,39.18,5942,Retail,1,39,207,1.0,35.88,35.88,0.0,0.0,True
U0_C0,0,0,2002-11-15,66.98,7538,Other,1,67,207,1.0,61.64,61.64,0.0,0.0,True
U0_C0,0,0,2002-11-16,133.55,5311,Retail,1,134,207,1.0,123.28,123.28,0.0,0.0,True
U0_C0,0,0,2002-11-16,59.74,7538,Other,1,60,207,1.0,55.2,55.2,0.0,0.0,True
U0_C0,0,0,2002-11-17,157.96,5912,Retail,1,158,207,1.0,145.36,145.36,0.0,0.0,True
U0_C0,0,0,2002-11-17,95.4,5814,Dining,2,191,207,1.0,175.72,175.72,0.0,0.0,True
U0_C0,0,0,2002-11-18,99.92,5912,Retail,1,100,207,1.0,92.0,92.0,0.0,0.0,True
U0_C0,0,0,2002-11-18,127.33,5541,Fuel,1,127,207,1.0,116.84,116.84,0.0,0.0,True
U0_C0,0,0,2002-11-19,95.76,5812,Dining,2,192,207,1.0,176.64,176.64,0.0,0.0,True
U0_C0,0,0,2002-11-19,134.57,5300,Retail,1,135,207,1.0,124.2,124.2,0.0,0.0,True
U0_C0,0,0,2002-11-19,52.94,5310,Retail,1,53,207,1.0,48.76,48.76,0.0,0.0,True
U0_C0,0,0,2002-11-20,61.02,7538,Other,1,61,207,1.0,56.12,56.12,0.0,0.0,True
U0_C0,0,0,2002-11-20,54.26,5912,Retail,1,54,207,1.0,49.68,49.68,0.0,0.0,True
U0_C0,0,0,2002-11-20,83.17,5311,Retail,1,83,207,1.0,76.36,76.36,0.0,0.0,True
U0_C0,0,0,2002-11-22,131.45,5411,Grocery,2,263,207,1.0,241.96,241.96,0.0,0.0,True
U0_C0,0,0,2002-11-22,115.91,5311,Retail,1,116,207,1.0,106.72,106.72,0.0,0.0,True
U0_C0,0,0,2002-11-22,65.92,7538,Other,1,66,207,1.0,60.72,60.72,0.0,0.0,True
U0_C0,0,0,2002-11-23,38.99,5912,Retail,1,39,207,1.0,35.88,35.88,0.0,0.0,True
U0_C0,0,0,2002-11-23,129.07,5411,Grocery,2,258,207,1.0,237.36,237.36,0.0,0.0,True
U0_C0,0,0,2002-11-23,37.23,5912,Retail,1,37,207,1.0,34.04,34.04,0.0,0.0,True
U0_C0,0,0,2002-11-23,228.92,8011,Other,1,229,207,1.0,210.68,210.68,0.0,0.0,True
U0_C0,0,0,2002-11-24,141.77,5912,Retail,1,142,207,1.0,130.64,130.64,0.0,0.0,True
U0_C0,0,0,2002-11-24,51.96,5814,Dining,2,104,207,1.0,95.68,95.68,0.0,0.0,True
U0_C0,0,0,2002-11-25,99.36,5719,Retail,1,99,207,1.0,91.08,91.08,0.0,0.0,True
U0_C0,0,0,2002-11-25,99.0,5499,Grocery,2,198,207,1.0,182.16,182.16,0.0,0.0,True
U0_C0,0,0,2002-11-25,69.31,5499,Grocery,2,139,207,1.0,127.88,127.88,0.0,0.0,True
U0_C0,0,0,2002-11-25,50.68,5942,Retail,1,51,207,1.0,46.92,46.92,0.0,0.0,True
U0_C0,0,0,2002-11-25,143.06,5541,Fuel,1,143,207,1.0,131.56,131.56,0.0,0.0,True
U0_C0,0,0,2002-11-25,-99.0,5499,Grocery,2,-198,207,1.0,-182.16,-182.16,0.0,0.0,True
U0_C0,0,0,2002-11-26,126.81,5300,Retail,1,127,207,1.0,116.84,116.84,0.0,0.0,True
U0_C0,0,0,2002-11-26,379.73,3066,Travel,3,1139,207,1.0,1047.88,1047.88,0.0,0.0,True
U0_C0,0,0,2002-11-27,148.42,5311,Retail,1,148,207,1.0,136.16,136.16,0.0,0.0,True
U0_C0,0,0,2002-11-27,138.59,5912,Retail,1,139,207,1.0,127.88,127.88,0.0,0.0,True
U0_C0,0,0,2002-11-27,107.15,5812,Dining,2,214,207,1.0,196.88,196.88,0.0,0.0,True
U0_C0,0,0,2002-11-28,81.43,5311,Retail,1,81,207,1.0,74.52,74.52,0.0,0.0,True
U0_C0,0,0,2002-11-28,35.6,5411,Grocery,2,71,207,1.0,65.32,65.32,0.0,0.0,True
U0_C0,0,0,2002-11-29,38.76,5411,Grocery,2,78,207,1.0,71.76,71.76,0.0,0.0,True
U0_C0,0,0,2002-11-29,173.03,5912,Retail,1,173,207,1.0,159.16,159.16,0.0,0.0,True
