User,Card,transaction_date,transaction_month,transaction_year,amount_usd,Use Chip,Merchant Name,Merchant City,Merchant State,Zip,MCC,spend_category,has_error_flag,is_fraud_flag
0,0,2002-10-24,2002-10,2002,118.96,Swipe Transaction,5.81722e+18,La Verne,CA,91750.0,5912,Retail,0,0
0,0,2002-10-24,2002-10,2002,66.0,Swipe Transaction,-1.28808e+18,La Verne,CA,91750.0,5499,Retail,0,0
0,0,2002-10-24,2002-10,2002,62.01,Swipe Transaction,-1.28808e+18,La Verne,CA,91750.0,5499,Retail,0,0
0,0,2002-10-24,2002-10,2002,-66.0,Swipe Transaction,-1.28808e+18,La Verne,CA,91750.0,5499,Retail,0,0
0,0,2002-10-25,2002-10,2002,39.12,Swipe Transaction,-7.27612e+17,Monterey Park,CA,91754.0,5411,Retail,0,0
0,0,2002-10-25,2002-10,2002,148.58,Swipe Transaction,4.06065e+18,La Verne,CA,91750.0,5411,Retail,0,0
0,0,2002-10-25,2002-10,2002,35.82,Swipe Transaction,-5.90412e+18,Diamond Bar,CA,91765.0,5719,Retail,0,0
0,0,2002-10-25,2002-10,2002,73.35,Swipe Transaction,-4.50054e+18,La Verne,CA,91750.0,5814,Dining,0,0
0,0,2002-10-26,2002-10,2002,119.43,Swipe Transaction,5.81722e+18,La Verne,CA,91750.0,5912,Retail,0,0
0,0,2002-10-26,2002-10,2002,38.42,Swipe Transaction,-5.47568e+18,Monterey Park,CA,91755.0,5942,Retail,0,0
0,0,2002-10-26,2002-10,2002,216.47,Swipe Transaction,-8.13585e+18,La Verne,CA,91750.0,8043,Other,0,0
0,0,2002-10-27,2002-10,2002,131.02,Swipe Transaction,2.02755e+18,Mira Loma,CA,91752.0,5541,Fuel,0,0
0,0,2002-10-27,2002-10,2002,37.06,Swipe Transaction,-3.45515e+16,La Verne,CA,91750.0,5912,Retail,0,0
0,0,2002-10-28,2002-10,2002,156.93,Swipe Transaction,-2.45178e+17,La Verne,CA,91750.0,5311,Retail,0,0
0,0,2002-10-28,2002-10,2002,2.3,Swipe Transaction,6.6665e+18,La Verne,CA,91750.0,5499,Retail,0,0
0,0,2002-10-29,2002-10,2002,9.76,Swipe Transaction,2.02755e+18,Mira Loma,CA,91752.0,5541,Fuel,0,0
0,0,2002-10-29,2002-10,2002,29.95,Swipe Transaction,-3.26567e+18,Monterey Park,CA,91754.0,7832,Services,0,0
0,0,2002-10-30,2002-10,2002,77.85,Swipe Transaction,-7.27612e+17,Monterey Park,CA,91754.0,5411,Retail,0,0
0,0,2002-10-30,2002-10,2002,35.92,Swipe Transaction,5.81722e+18,La Verne,CA,91750.0,5912,Retail,0,0
0,0,2002-10-31,2002-10,2002,135.6,Swipe Transaction,-2.45178e+17,La Verne,CA,91750.0,5311,Retail,0,0
0,0,2002-10-31,2002-10,2002,37.63,Swipe Transaction,-5.47568e+18,Monterey Park,CA,91755.0,5942,Retail,0,0
0,0,2002-10-31,2002-10,2002,96.0,Swipe Transaction,2.02755e+18,Mira Loma,CA,91752.0,5541,Fuel,0,0
0,0,2002-10-31,2002-10,2002,-96.0,Swipe Transaction,2.02755e+18,Mira Loma,CA,91752.0,5541,Fuel,0,0
0,0,2002-10-31,2002-10,2002,61.08,Swipe Transaction,2.02755e+18,Mira Loma,CA,91752.0,5541,Fuel,0,0
0,0,2002-11-01,2002-11,2002,24.67,Swipe Transaction,-8.68256e+16,La Verne,CA,91750.0,7230,Services,0,0
0,0,2002-11-01,2002-11,2002,46.1,Swipe Transaction,-5.47568e+18,Monterey Park,CA,91755.0,5942,Retail,0,0
0,0,2002-11-01,2002-11,2002,16.76,Swipe Transaction,2.02755e+18,Mira Loma,CA,91752.0,5541,Fuel,0,0
0,0,2002-11-01,2002-11,2002,161.51,Swipe Transaction,8.38425e+17,Mira Loma,CA,91752.0,4814,Telecom/Utilities,0,0
0,0,2002-11-02,2002-11,2002,132.9,Swipe Transaction,-2.45178e+17,La Verne,CA,91750.0,5311,Retail,0,0
0,0,2002-11-02,2002-11,2002,30.5,Swipe Transaction,-7.27612e+17,Monterey Park,CA,91754.0,5411,Retail,0,0
0,0,2002-11-02,2002-11,2002,12.09,Swipe Transaction,3.52721e+18,La Verne,CA,91750.0,5300,Retail,0,0
0,0,2002-11-03,2002-11,2002,150.08,Swipe Transaction,3.52721e+18,La Verne,CA,91750.0,5300,Retail,0,0
0,0,2002-11-03,2002-11,2002,180.58,Swipe Transaction,5.81722e+18,La Verne,CA,91750.0,5912,Retail,0,0
0,0,2002-11-04,2002-11,2002,55.61,Swipe Transaction,3.52721e+18,La Verne,CA,91750.0,5300,Retail,0,0
0,0,2002-11-04,2002-11,2002,75.72,Swipe Transaction,-2.45178e+17,La Verne,CA,91750.0,5311,Retail,0,0
0,0,2002-11-04,2002-11,2002,77.41,Swipe Transaction,-4.50054e+18,La Verne,CA,91750.0,5814,Dining,0,0
0,0,2002-11-05,2002-11,2002,148.01,Swipe Transaction,-7.27612e+17,Monterey Park,CA,91754.0,5411,Retail,0,0
0,0,2002-11-05,2002-11,2002,106.72,Swipe Transaction,2.02755e+18,Mira Loma,CA,91752.0,5541,Fuel,0,0
0,0,2002-11-05,2002-11,2002,28.39,Online Transaction,4.24134e+18,ONLINE,,,4814,Telecom/Utilities,0,0
0,0,2002-11-07,2002-11,2002,140.86,Swipe Transaction,-7.27612e+17,Monterey Park,CA,91754.0,5411,Retail,0,0
0,0,2002-11-07,2002-11,2002,116.86,Swipe Transaction,1.91348e+18,La Verne,CA,91750.0,5300,Retail,0,0
0,0,2002-11-08,2002-11,2002,122.64,Swipe Transaction,-2.45178e+17,La Verne,CA,91750.0,5311,Retail,0,0
0,0,2002-11-08,2002-11,2002,42.01,Swipe Transaction,-3.45515e+16,La Verne,CA,91750.0,5912,Retail,0,0
0,0,2002-11-09,2002-11,2002,167.0,Swipe Transaction,-3.45515e+16,La Verne,CA,91750.0,5912,Retail,0,0
0,0,2002-11-09,2002-11,2002,168.53,Swipe Transaction,7.94533e+18,La Verne,CA,91750.0,4900,Utilities,0,0
0,0,2002-11-09,2002-11,2002,85.91,Swipe Transaction,-5.0235e+18,Mira Loma,CA,91752.0,5812,Dining,0,0
0,0,2002-11-10,2002-11,2002,152.14,Swipe Transaction,2.02755e+18,Mira Loma,CA,91752.0,5541,Fuel,0,0
0,0,2002-11-10,2002-11,2002,40.78,Swipe Transaction,-7.27612e+17,Monterey Park,CA,91754.0,5411,Retail,0,0
0,0,2002-11-10,2002-11,2002,107.5,Swipe Transaction,7.94533e+18,La Verne,CA,91750.0,4900,Utilities,0,0
0,0,2002-11-10,2002-11,2002,59.52,Swipe Transaction,-1.28808e+18,La Verne,CA,91750.0,5499,Retail,0,0
0,0,2002-11-10,2002-11,2002,-91.0,Swipe Transaction,-1.28808e+18,La Verne,CA,91750.0,5499,Retail,0,0
0,0,2002-11-10,2002-11,2002,91.0,Swipe Transaction,-1.28808e+18,La Verne,CA,91750.0,5499,Retail,0,0
0,0,2002-11-10,2002-11,2002,-98.0,Swipe Transaction,-1.28808e+18,La Verne,CA,91750.0,5499,Retail,0,0
0,0,2002-11-10,2002-11,2002,98.0,Swipe Transaction,-1.28808e+18,La Verne,CA,91750.0,5499,Retail,0,0
0,0,2002-11-10,2002-11,2002,52.4,Swipe Transaction,-1.28808e+18,La Verne,CA,91750.0,5499,Retail,0,0
0,0,2002-11-11,2002-11,2002,130.48,Swipe Transaction,4.06065e+18,La Verne,CA,91750.0,5411,Retail,0,0
0,0,2002-11-11,2002-11,2002,126.32,Swipe Transaction,-2.45178e+17,La Verne,CA,91750.0,5311,Retail,0,0
0,0,2002-11-13,2002-11,2002,63.9,Swipe Transaction,-1.60579e+18,La Verne,CA,91750.0,5812,Dining,0,0
0,0,2002-11-14,2002-11,2002,151.49,Swipe Transaction,-3.45515e+16,La Verne,CA,91750.0,5912,Retail,0,0
0,0,2002-11-14,2002-11,2002,113.32,Swipe Transaction,4.06065e+18,La Verne,CA,91750.0,5411,Retail,0,0
0,0,2002-11-15,2002-11,2002,39.18,Swipe Transaction,-5.47568e+18,Monterey Park,CA,91755.0,5942,Retail,0,0
0,0,2002-11-15,2002-11,2002,66.98,Swipe Transaction,-3.34594e+18,La Verne,CA,91750.0,7538,Services,0,0
0,0,2002-11-15,2002-11,2002,58.03,Swipe Transaction,6.66197e+18,Ontario,CA,91761.0,5211,Retail,0,0
0,0,2002-11-15,2002-11,2002,186.41,Swipe Transaction,3.52721e+18,La Verne,CA,91750.0,5300,Retail,0,0
0,0,2002-11-16,2002-11,2002,133.55,Swipe Transaction,-2.45178e+17,La Verne,CA,91750.0,5311,Retail,0,0
0,0,2002-11-16,2002-11,2002,59.74,Swipe Transaction,4.05526e+18,La Verne,CA,91750.0,7538,Services,0,0
0,0,2002-11-17,2002-11,2002,157.96,Swipe Transaction,5.81722e+18,La Verne,CA,91750.0,5912,Retail,0,0
0,0,2002-11-17,2002-11,2002,95.4,Swipe Transaction,-4.50054e+18,La Verne,CA,91750.0,5814,Dining,0,0
0,0,2002-11-18,2002-11,2002,99.92,Swipe Transaction,5.81722e+18,La Verne,CA,91750.0,5912,Retail,0,0
