Card,transaction_month,transaction_count,total_spend_usd,avg_transaction_usd,median_transaction_usd,fraud_count,error_count,avg_ticket_vs_card_avg
0,2019-01,19,1207.93,63.57526315789474,70.5,0,2,0.9718815542720496
0,2019-02,12,809.5999999999999,67.46666666666665,45.135,0,0,1.0313698379620764
0,2019-03,18,879.65,48.86944444444444,36.510000000000005,0,0,0.7470721985864136
0,2019-04,13,900.9,69.3,43.59,0,1,1.0593961922545243
0,2019-05,23,1308.27,56.88130434782609,59.86,0,2,0.8695503208738482
0,2019-06,19,1289.1,67.84736842105262,45.66,0,0,1.0371896646429006
0,2019-07,23,1756.2,76.35652173913044,53.79,0,0,1.1672699622544676
0,2019-08,15,974.09,64.93933333333334,59.24,0,0,0.9927342346447424
0,2019-09,17,1382.03,81.29588235294118,75.3,0,0,1.2427784734585523
0,2019-10,24,1695.78,70.6575,56.42,0,0,1.0801484336828868
0,2019-11,14,762.4000000000001,54.45714285714286,48.095,0,0,0.8324919160738502
0,2019-12,10,795.85,79.58500000000001,77.255,0,0,1.2166240398351562
0,2020-01,17,1299.4099999999999,76.43588235294116,73.42,0,1,1.1684831560796634
0,2020-02,11,598.02,54.36545454545455,39.39,0,1,0.8310902674695667
1,2014-04,15,826.87,55.12466666666667,43.39,0,0,0.8502695195100307
1,2014-05,14,727.63,51.973571428571425,38.98,0,0,0.8016655025419658
1,2014-06,18,1132.37,62.90944444444444,40.745000000000005,0,0,0.9703456970337672
1,2014-07,16,1263.87,78.991875,72.55,0,0,1.2184088841313578
1,2014-08,11,475.98,43.27090909090909,36.29,0,0,0.6674314296350603
1,2014-09,27,1594.08,59.04,44.86,0,0,0.9106615144800067
1,2014-10,25,2734.61,109.3844,64.64,0,1,1.6871978889648855
1,2014-11,16,675.27,42.204375,41.095,0,2,0.6509806919915673
1,2014-12,15,826.64,55.10933333333333,45.67,0,1,0.8500330107607867
1,2015-01,21,864.17,41.150952380952376,37.95,0,0,0.6347321920313809
1,2015-02,9,459.7,51.077777777777776,36.9,0,0,0.7878483480248025
1,2015-03,15,590.54,39.36933333333333,38.08,0,1,0.6072516381673703
1,2015-04,16,1204.8899999999999,75.30562499999999,57.489999999999995,0,2,1.1615503812900312
1,2015-05,14,883.17,63.083571428571425,56.605000000000004,0,1,0.9730315158528207
1,2015-06,15,914.68,60.97866666666666,47.07,0,0,0.9405644467757142
1,2015-07,15,1084.37,72.29133333333333,46.81,0,1,1.1150564887722276
1,2015-08,16,661.37,41.335625,35.64,0,1,0.6375806718238081
1,2015-09,22,1242.03,56.45590909090909,50.075,0,0,0.870803246512074
1,2015-10,18,1214.16,67.45333333333333,48.644999999999996,0,0,1.0404328368912272
1,2015-11,20,1170.94,58.547000000000004,49.175,0,1,0.9030572440423603
1,2015-12,18,1384.83,76.935,70.33,0,0,1.1866826493312892
1,2016-01,15,1260.64,84.04266666666668,68.54,0,1,1.2963147375949364
1,2016-02,12,751.48,62.623333333333335,43.79,0,0,0.9659325808793974
1,2016-03,18,1089.06,60.50333333333333,56.235,0,0,0.9332326755491531
1,2016-04,18,908.05,50.44722222222222,39.725,0,0,0.7781223541700261
1,2016-05,13,886.73,68.21000000000001,40.38,0,1,1.052104029516959
1,2016-06,16,1424.05,89.003125,57.614999999999995,0,0,1.372827246035795
1,2016-07,14,816.35,58.31071428571429,57.8,0,1,0.8994126589064962
1,2016-08,15,1164.8500000000001,77.65666666666668,64.06,0,0,1.1978139850293992
1,2016-09,13,479.54,36.88769230769231,37.96,0,0,0.5689736067512801
1,2016-10,14,1285.19,91.79928571428572,110.83500000000001,0,1,1.415956581245838
1,2016-11,16,1017.86,63.61625,62.81,0,0,0.9812478077665773
1,2016-12,18,986.1,54.78333333333333,41.620000000000005,0,1,0.8450046290920793
1,2017-01,15,1760.1800000000003,117.34533333333336,36.99,0,0,1.8099911749745015
1,2017-02,20,1038.25,51.9125,47.735,0,0,0.8007235072907071
1,2017-03,15,855.48,57.032000000000004,64.72,0,3,0.8796891513181528
1,2017-04,19,1082.04,56.949473684210524,51.43,0,0,0.8784162255098652
1,2017-05,20,1185.17,59.258500000000005,53.760000000000005,0,0,0.9140317641567324
1,2017-06,14,968.47,69.17642857142857,57.185,0,1,1.0670106912123163
1,2017-07,18,1462.72,81.26222222222222,68.605,0,2,1.2534278177320417
1,2017-08,13,841.8,64.75384615384615,38.51,0,0,0.9987946410377184
1,2017-09,14,621.52,44.394285714285715,57.85,0,0,0.6847589339910155
1,2017-10,19,1071.04,56.37052631578947,44.7,0,0,0.8694862612935621
1,2017-11,16,912.17,57.010625,37.935,0,1,0.8793594529802122
1,2017-12,27,1926.88,71.36592592592594,57.02,0,3,1.1007825573504688
1,2018-01,15,890.65,59.376666666666665,39.02,0,1,0.915854423974275
1,2018-02,13,1035.51,79.65461538461538,68.24,0,0,1.228631312355628
1,2018-03,17,925.15,54.42058823529412,45.97,0,1,0.8394094732595829
1,2018-04,12,921.64,76.80333333333333,71.465,0,0,1.1846517589845207
1,2018-05,22,1239.1599999999999,56.32545454545454,43.75,0,0,0.8687910525091194
1,2018-06,22,1337.25,60.78409090909091,58.18,0,2,0.9375632161850124
1,2018-07,23,1847.22,80.31391304347827,54.75,0,2,1.2388006383128298
1,2018-08,14,869.09,62.07785714285715,60.61,0,1,0.9575188922999287
1,2018-09,20,1104.8600000000001,55.24300000000001,46.015,0,1,0.8520947500748478
1,2018-10,23,1952.31,84.88304347826087,70.96,0,1,1.309277115982136
1,2018-11,15,718.9300000000001,47.92866666666667,36.5,0,0,0.7392749351909567
1,2018-12,15,1248.33,83.222,65.61,0,0,1.2836563780158385
1,2019-01,20,1087.94,54.397000000000006,54.489999999999995,0,0,0.8390456369100429
1,2019-02,13,771.6,59.353846153846156,41.84,0,0,0.915502429347474
1,2019-03,19,1545.09,81.32052631578946,58.4,0,0,1.2543271282697843
1,2019-04,23,1419.81,61.73086956521739,47.12,0,0,0.9521667880831406
1,2019-05,12,1097.55,91.46249999999999,105.63,0,1,1.4107618355035163
1,2019-06,19,1201.53,63.23842105263158,67.64,0,0,0.9754199913467787
1,2019-07,19,988.23,52.0121052631579,60.74,0,0,0.8022598670433756
1,2019-08,16,1542.88,96.43,128.75,0,1,1.4873829580167184
1,2019-09,21,1952.72,92.98666666666666,54.07,0,0,1.4342713193278154
1,2019-10,16,988.02,61.75125,36.730000000000004,0,1,0.9524811457661503
1,2019-11,18,736.59,40.92166666666667,27.38,0,0,0.6311955782810412
1,2019-12,14,978.21,69.87214285714286,52.405,0,1,1.0777417248348424
1,2020-01,20,957.45,47.8725,40.845,0,0,0.7384085933594872
1,2020-02,14,1147.73,81.98071428571428,78.85499999999999,0,0,1.2645101868154012
2,2003-07,25,1803.0700000000002,72.12280000000001,47.54,0,0,1.0956646976004742
2,2003-08,20,1426.8700000000001,71.3435,68.795,0,0,1.083825840833404
2,2003-09,18,1593.18,88.51,76.84,0,0,1.3446133869541665
2,2003-10,23,1603.27,69.70739130434782,42.36,0,0,1.0589706419328724
2,2003-11,21,1482.64,70.60190476190476,53.42,0,0,1.0725597818022852
2,2003-12,20,1051.35,52.567499999999995,32.49,0,0,0.7985873259373307
2,2004-01,25,1968.8600000000001,78.7544,100.0,0,1,1.1964096771160684
2,2004-02,21,1580.39,75.25666666666667,62.44,0,0,1.1432733189193018
2,2004-03,30,1257.45,41.915,38.645,0,1,0.6367582207003037
2,2004-04,33,1995.37,60.46575757575757,58.14,0,1,0.9185749303885317
2,2004-05,19,1407.16,74.06105263157895,85.35,0,0,1.125109962945861
2,2004-06,24,1442.56,60.10666666666666,42.86,0,0,0.9131197451722038
2,2004-07,34,1994.22,58.65352941176471,48.275,0,0,0.8910441852804063
2,2004-08,27,1290.0,47.77777777777778,39.66,0,1,0.7258235182343383
2,2004-09,27,1843.31,68.27074074074073,47.84,0,2,1.037145542167859
2,2004-10,30,2003.92,66.79733333333334,70.15,0,1,1.0147620451117363
2,2004-11,31,2041.08,65.84129032258065,64.0,0,1,1.0002381694958506
2,2004-12,25,1831.16,73.24640000000001,50.82,0,1,1.1127340411953415
2,2005-01,18,1116.76,62.04222222222222,39.565,0,0,0.9425240374690461
2,2005-02,23,1605.99,69.82565217391304,52.19,0,2,1.0607672202671876
2,2005-03,31,1119.84,36.12387096774193,41.94,0,1,0.5487813861917383
2,2005-04,26,1580.75,60.79807692307692,50.6,0,0,0.9236234112737364
2,2005-05,27,1474.47,54.61,54.58,0,0,0.8296162813418487
2,2005-06,24,1823.1,75.96249999999999,61.375,0,2,1.153996095429961
2,2005-07,26,1267.83,48.762692307692305,41.485,0,1,0.7407860000096038
2,2005-08,19,887.78,46.72526315789474,33.65,0,1,0.7098340792120842
2,2005-09,12,627.51,52.2925,45.769999999999996,0,0,0.7944096208033075
2,2005-10,27,1971.98,73.0362962962963,62.06,0,2,1.1095422182075587
2,2005-11,17,1049.0,61.705882352941174,45.14,0,0,0.9374144782011474
2,2005-12,31,1504.71,48.539032258064516,49.17,0,1,0.7373882336910369
2,2006-01,25,2047.44,81.8976,61.54,0,0,1.244160087215202
2,2006-02,28,1888.47,67.44535714285715,54.17,0,0,1.0246065992790705
2,2006-03,26,1736.83,66.80115384615384,48.525,0,0,1.014820085024554
2,2006-04,19,1352.93,71.20684210526316,66.03,0,0,1.0817497812390515
2,2006-05,24,1702.93,70.95541666666666,67.8,0,0,1.0779302127094201
2,2006-06,20,1193.8700000000001,59.69350000000001,47.379999999999995,0,1,0.9068430597011473
2,2006-07,29,1933.35,66.66724137931034,53.51,0,0,1.0127857330236745
2,2006-08,19,983.9399999999999,51.78631578947368,44.34,0,0,0.7867198448939355
2,2006-09,28,1552.46,55.445,51.285,0,0,0.8423013132942465
2,2006-10,27,1612.31,59.715185185185184,45.07,0,0,0.9071724935538031
2,2006-11,27,1531.84,56.73481481481481,61.35,0,1,0.8618957350171231
2,2006-12,27,1894.8300000000002,70.17888888888889,58.42,0,0,1.0661334705860244
2,2007-01,36,2186.97,60.74916666666666,66.215,0,0,0.9228803835307854
2,2007-02,27,1534.67,56.839629629629634,47.53,0,0,0.8634880455261179
2,2007-03,24,2063.79,85.99125,79.68,0,1,1.3063494058402718
2,2007-04,20,1320.48,66.024,59.165000000000006,0,0,1.003013831886362
2,2007-05,26,1466.04,56.386153846153846,49.155,0,1,0.8565989978578197
2,2007-06,13,688.81,52.98538461538461,37.34,0,1,0.804935684857773
2,2007-07,26,2882.87,110.87961538461538,73.19,0,4,1.6844448670939214
2,2007-08,26,1739.39,66.89961538461539,61.965,0,0,1.0163158787508615
2,2007-09,30,2185.38,72.846,57.97,0,0,1.1066513025202036
2,2007-10,25,2213.61,88.54440000000001,89.2,0,3,1.3451359798872953
2,2007-11,18,1209.2,67.17777777777778,45.66,0,0,1.020541625870886
2,2007-12,29,2390.9,82.4448275862069,54.33,0,1,1.2524733799292955
2,2008-01,28,1551.27,55.402499999999996,49.07,0,0,0.841655667955352
2,2008-02,24,1837.23,76.55125,66.625,0,1,1.1629401823305292
2,2008-03,26,1795.8,69.06923076923077,66.58500000000001,0,0,1.0492759272278196
2,2008-04,16,606.7,37.91875,48.81,0,0,0.5760485692754299
2,2008-05,27,2606.89,96.55148148148147,69.22,0,2,1.4667767995735768
2,2008-06,23,1368.6299999999999,59.50565217391304,38.4,0,0,0.9039893403285705
2,2008-07,35,2123.95,60.68428571428571,43.29,0,0,0.9218947344840136
2,2008-08,27,1891.51,70.05592592592592,57.16,0,0,1.0642654596708785
2,2008-09,19,1830.51,96.34263157894736,121.63,0,3,1.4636040239006423
2,2008-10,25,1943.6000000000001,77.744,82.14,0,3,1.1810600288709154
2,2008-11,25,1630.98,65.2392,42.33,0,1,0.9910914210166112
2,2008-12,27,2040.04,75.55703703703703,56.32,0,0,1.1478364419680462
2,2009-01,22,1476.95,67.13409090909092,58.935,0,0,1.0198779500323314
2,2009-02,32,1841.96,57.56125,57.6,0,0,0.8744506532574344
2,2009-03,28,2063.34,73.6907142857143,63.644999999999996,0,0,1.119483910550063
2,2009-04,24,1219.44,50.81,45.57,0,2,0.7718879922171642
2,2009-05,21,1935.87,92.1842857142857,65.17,0,0,1.4004318680175831
2,2009-06,22,999.4100000000001,45.427727272727275,56.120000000000005,0,0,0.6901223616519261
2,2009-07,18,1459.72,81.09555555555556,90.97999999999999,0,0,1.2319757046942192
2,2009-08,26,1762.96,67.80615384615385,52.364999999999995,0,1,1.0300876983325298
